2	2	D	2.55	3.3	2.75
1	1	D	2	3.5	3.6
1	0	H	1.95	3.5	3.75
1	1	D	2.3	3.25	3.2
2	6	A	5	4.2	1.6
1	1	D	2.2	3.2	3.4
1	1	D	2.6	3.3	2.7
2	2	D	1.83	3.6	4.2
3	4	A	4.1	3.9	1.8
2	0	H	2.2	3.3	3.25
0	2	A	2.3	3.4	3
6	1	H	1.45	4.5	6.5
3	0	H	1.4	4.33	8.5
0	0	D	2	3.5	3.6
1	0	H	2.2	3.4	3.25
0	0	D	2.38	3.4	2.9
0	2	A	1.95	3.5	3.8
3	0	H	1.42	4.2	8
0	1	A	1.53	4.1	6.25
1	2	A	2.4	3.4	2.8
1	0	H	2	3.3	3.9
3	1	H	1.5	4.5	6
1	1	D	3.4	3.5	2.1
0	0	D	1.85	3.6	4
1	0	H	4.2	3.7	1.8
4	0	H	1.5	4.33	6
2	2	D	1.7	4	4.33
4	2	H	2	3.7	3.4
1	1	D	2.8	3.5	2.4
0	2	A	3	3.4	2.3
2	2	D	1.7	4.1	4.33
1	2	A	2.4	3.2	3
1	1	D	2.45	3.3	2.9
2	0	H	1.36	4.75	8.5
1	1	D	1.91	3.25	4.2
2	1	H	1.75	3.7	4.75
0	1	A	2.55	3.25	2.75
1	1	D	2.25	3.25	3.25
0	1	A	2.5	3.1	2.9
3	0	H	3.2	3.4	2.2
3	0	H	3	3.3	2.35
2	2	D	2.4	3.2	3
0	0	D	1.7	3.5	5.25
2	1	H	2.05	3.3	3.6
1	2	A	4.5	3.9	1.7
0	0	D	3.3	3.4	2.15
0	1	A	2.25	3.3	3.1
1	1	D	1.85	3.4	4.33
3	1	H	1.7	3.7	4.75
0	2	A	2.25	3.2	3.2
1	1	D	2.3	3.4	3
0	1	A	2.8	3.2	2.55
2	0	H	1.95	3.6	3.6
2	0	H	2.25	3.3	3.2
4	0	H	2.05	3.2	3.75
1	1	D	1.85	3.6	4
2	1	H	1.73	3.6	4.75
1	1	D	4.75	4	1.67
2	0	H	2.15	3.4	3.3
1	0	H	1.7	3.8	4.75
1	3	A	3.25	3.25	2.25
2	0	H	1.25	6	10
2	2	D	2.25	3.3	3.25
2	3	A	2.63	3.2	2.7
2	1	H	2.75	3.25	2.55
1	2	A	2.88	3.2	2.5
2	1	H	2.15	3.2	3.5
2	1	H	2.5	3.4	2.75
4	1	H	3.9	3.6	1.91
2	0	H	1.91	3.4	4
2	1	H	1.7	3.7	5.25
0	2	A	3.7	3.4	2
4	0	H	1.14	7.5	19
1	0	H	2.3	3.25	3.2
3	3	D	6	4.5	1.48
2	1	H	2.55	3.1	2.9
2	1	H	1.8	3.5	4.33
2	0	H	2.1	3.3	3.5
2	2	D	2.8	3.25	2.5
1	0	H	2.25	3.4	3.1
4	0	H	1.33	5.75	7.5
3	3	D	1.65	3.9	5
2	1	H	2.15	3.2	3.5
3	2	H	2.88	3.2	2.5
1	0	H	2.25	3.3	3.2
0	2	A	2.4	3.2	3
3	0	H	1.85	3.4	4.33
2	1	H	1.8	3.6	4.33
2	1	H	2.7	3.2	2.7
0	2	A	6.25	4.2	1.5
1	1	D	1.75	3.7	4.33
3	1	H	2.45	2.9	3.1
1	1	D	1.95	3.2	4.2
0	1	A	2	3.5	3.6
3	0	H	1.67	3.75	4.75
0	0	D	1.8	3.7	4.33
2	0	H	1.85	3.5	4.2
1	0	H	3	3.6	2.2
2	1	H	2.2	3.5	3.1
1	2	A	1.95	3.4	3.9
0	1	A	5	4.2	1.6
0	0	D	2.25	3.25	3.1
2	2	D	4	3.75	1.83
3	1	H	2.55	3.4	2.7
0	1	A	1.67	3.75	5
0	0	D	1.53	3.8	6.5
1	1	D	2.88	3.5	2.3
1	1	D	1.36	5	7.5
0	1	A	2.5	3.4	2.7
4	0	H	2.88	3.4	2.38
4	2	H	2	3.4	3.8
3	1	H	1.83	3.5	4.33
0	1	A	3.25	3.5	2.1
2	1	H	2.3	3.4	3
0	1	A	3.2	3.4	2.2
0	0	D	1.65	4.33	4.33
1	1	D	2.55	3.3	2.7
1	0	H	1.9	3.3	4.2
3	3	D	5.5	4.2	1.55
1	1	D	1.57	4.2	5.25
2	1	H	2.4	3.4	2.8
1	1	D	1.85	3.4	4.33
2	2	D	2.1	3.4	3.4
1	2	A	2.75	3.5	2.4
1	0	H	1.48	4.5	6
2	1	H	2.4	3.25	2.9
1	1	D	2.25	3.3	3.2
1	1	D	2.35	3.4	3
3	0	H	1.73	3.8	4.75
0	0	D	2.15	3.3	3.4
3	0	H	2.63	3.25	2.63
0	1	A	2.05	3.2	3.75
0	1	A	3	3.25	2.4
1	0	H	2.1	3.3	3.5
0	2	A	2.2	3.4	3.2
0	0	D	2.2	3.1	3.5
1	0	H	3	3.4	2.3
2	1	H	4.5	3.6	1.75
2	0	H	2.1	3.4	3.4
1	1	D	1.73	3.8	4.5
3	0	H	1.36	5	7.5
0	2	A	2.55	3.3	2.75
0	1	A	3.5	3.3	2.1
1	2	A	2.1	3.25	3.7
2	0	H	1.95	3.4	3.75
3	2	H	2.9	3.2	2.5
1	2	A	2.88	3.2	2.5
1	2	A	2.1	3.4	3.4
2	2	D	2.15	2.9	3.9
2	0	H	1.38	4.5	8
3	1	H	2.45	3.25	2.88
2	2	D	2.5	3.2	2.88
0	5	A	6	3.6	1.6
0	3	A	1.73	3.7	4.75
0	1	A	2.2	3.3	3.25
5	1	H	2.15	3.2	3.6
0	0	D	2	3.3	3.8
2	1	H	1.95	3.5	3.75
2	1	H	2.2	3.1	3.4
2	1	H	1.73	3.6	4.75
2	1	H	3.25	3.25	2.25
0	2	A	2.5	3.2	2.9
2	2	D	1.25	6	10
5	1	H	1.62	3.9	5
0	0	D	3	3.3	2.3
0	1	A	2.5	3	3.1
2	1	H	2.2	3.1	3.6
1	1	D	3.1	3.3	2.25
2	1	H	5	3.75	1.67
0	1	A	2.63	3.3	2.63
0	1	A	3.6	3.1	2.15
1	2	A	1.91	3.4	4
7	0	H	1.29	5.5	9
2	1	H	2.2	3.1	3.5
0	0	D	5	3.4	1.75
1	1	D	2.1	3.25	3.7
0	2	A	2.55	3.4	2.7
2	3	A	2.35	3.4	3
1	0	H	1.48	3.8	7.5
2	1	H	2.63	3.1	2.8
0	2	A	4	3.6	1.85
2	2	D	1.5	4.33	5.75
2	1	H	2.15	3.5	3.3
1	1	D	1.7	3.9	4.75
2	1	H	1.5	4.5	5.75
0	1	A	1.85	3.5	4.1
1	0	H	1.85	3.4	4.33
0	0	D	2.2	3	3.6
2	1	H	2.25	3.3	3.2
0	4	A	10	4.75	1.33
0	1	A	1.75	3.5	4.75
2	0	H	1.73	3.7	5
2	0	H	1.67	3.5	5.5
5	1	H	3.4	3.1	2.2
2	0	H	1.67	3.8	5
0	1	A	2.55	3.4	2.7
3	1	H	2.25	3.4	3.1
0	2	A	1.83	3.4	4.33
